title	label
개인 대 개인 또는 다자간의 이동단말기를 통해 실행되는 모바일 네트워크 게임의 실시간 방송 서비스 시스템에 있어서, 상기 네트워크상에서 단말기 간 모바일 게임을 실행하는 게임 실행 단말기; 상기 모바일 게임의 실행 전에 상기 게임 실행 단말기로부터 전달되는 상기 모바일 게임 관련 정보를 취합하여 전송하며, 상기 게임 실행 단말기상에서의 상기 모바일 게임의 실행시 상기 네트워크상에서 플로우(flow)되는 게임 패킷을 취득하여 전송하는 게임 서버; 및 상기 게임 서버로부터 전송되는 게임 관련 정보 및 게임 패킷을 수신하여, 상기 게임 실행 단말기 간에 실행되는 모바일 게임을 다수의 수신 단말기에 실시간 제공하는 방송 서버;를 포함하는 것을 특징으로 하는 모바일 네트워크 게임의 실시간 방송 서비스 시스템.	0
무선통신 시스템에서 임의의 무선단말이 능동적으로 콘텐츠를 타 무선단말로 제공할 수 있는 개인 방송형 서비스 제공 가능한 무선단말과 그 서비스 제공 서버가 개시된다. 본 발명에 따른 무선통신 시스템과 연동하여 방송형 서비스를 제공하는 무선단말은, 다수의 무선인터페이스부; 타 무선단말에 제공할 멀티미디어 콘텐츠를 생성하는 콘텐츠 생성부; 상기 생성된 멀티미디어 콘텐츠를 상기 다수의 무선인터페이스중 사용자에 의해 선택된 무선인터페이스를 통해 전송하는 것을 제어하는 전송관리부; 및 상기 무선인터페이스부 각각의 유휴자원 및 상태정보를 관리하고 상기 방송형 서비스에 필요한 정보를 관리하며, 상기 무선통신 시스템으로의 서비스 등록을 제어하는 제어부를 포함하는 것을 특징으로 한다. 이에 의해 특정 무선망으로 트래픽이 몰려 서비스의 질을 저하시키고 심각하게는 서비스 불능 상태가 되는 사태를 방지함으로써 무선 통신 서비스의 질을 안정적으로 유지할 수 있도록 한다.	0
차량 인포테인멘트 서비스 제공을 위한 차량 통신장치의 데이터 전송 방법 및 이를 이용한 시스템	3
1. 전술한 목적을 달성하기 위한 본 발명의 실시예에 따른 방송중계 서버는, 방송신호의 카테고리를 분류하고, 분류된 각각의 카테고리에 대응하여 방송수신자 및 통화수신자를 매칭하여 저장하는 수신목록저장부; 이동통신단말기와 통신장치 사이에 호가 연결되는 경우에 수신목록저장부에 저장된 방송수신자의 목록 및 통화수신자의 목록을 통신장치에 제공하는 수신목록제공부; 통신 장치로부터 적어도 하나의 방송수신자 또는 통화수신자에 대한 선택신호를 수신하는 선택신호수신부; 및 선택신호수신부를 통해 방송수신자에 대한 선택신호가 수신되면 수신된 선택신호에 대응하는 방송수신단말기에 이동통신단말기로부터 실시간으로 수신되는 방송신호를 전달하며, 선택신호수신부를 통해 통화수신자에 대한 선택신호가 수신되면 수신된 선택신호에 대응하는 단말기로 호를 전환하거나 해당 단말기의 호를 추가하여 연결하는 방송신호전달부;를 포함하는 것을 특징으로 한다.2. 전술한 목적을 달성하기 위한 본 발명의 실시예에 따른 이동통신단말기는, 통신장치와 호를 연결 처리하는 호연결처리부; 주변의 영상을 촬영하여 실시간 방송신호를 생성하는 영상촬영부; 방송중계 서버로부터 통신장치의 관리자에 의해 선택된 적어도 하나의 방송수신자 또는 통화수신자에 대한 선택신호를 수신하는 선택신호수신부; 및 선택신호수신부를 통해 방송수신자에 대한 선택신호가 수신되면 영상촬영부에 의해 생성되는 실시간 방송신호를 수신된 선택신호의 방송수신자에 대응하는 방송수신단말기로 실시간 중계되도록 방송중계 서버로 전송하는 방송신호전송부;를 포함하며, 호연결처리부는 선택신호수신부를 통해 통화수신자에 대한 선택신호가 수신되면 수신된 선택신호에 대응하는 통화장치의 호를 추가하거나 기존에 호가 연결된 통화장치를 수신된 선택신호에 대응하는 통화장치로 호 전환되도록 연결 처리하는 것을 특징으로 한다.3. 전술한 목적을 달성하기 위한 본 발명의 실시예에 따른 방송중계방법은, 방송중계서버에 의해 실행되는 방송중계방법에 있어서, (a) 방송신호의 카테고리를 분류하고, 분류된 각각의 카테고리에 대응하여 방송수신자 및 통화수신자를 매칭하여 저장하는 단계; (b) 이동통신단말기와 통신장치 사이에 호가 연결되는 경우에 (a) 단계에 의해 저장된 방송수신자의 목록 및 통화수신자의 목록을 통신장치에 제공하는 단계; (c) 통신 장치로부터 적어도 하나의 방송수신자 또는 통화수신자에 대한 선택신호를 수신하는 단계; 및 (d) (c) 단계에 의해 방송수신자에 대한 선택신호가 수신되면 수신된 선택신호에 대응하는 방송수신단말기에 이동통신단말기로부터 실시간으로 수신되는 방송신호를 전달하며, (c) 단계에 의해 통화수신자에 대한 선택신호가 수신되면 수신된 선택신호에 대응하는 단말기로 호를 전환하거나 해당 단말기의 호를 추가하여 연결하는 단계;를 포함하는 것을 특징으로 한다.4. 전술한 목적을 달성하기 위한 본 발명의 실시예에 따른 방송신호 전송방법은, 이동통신단말기에 의해 실행되는 방송신호 전송방법에 있어서, (a) 통신장치와 호를 연결 처리하는 단계; (b) 방송중계 서버로부터 통신장치의 관리자에 의해 선택된 적어도 하나의 방송수신자 또는 통화수신자에 대한 선택신호를 수신하는 단계; (c) 주변의 영상을 촬영하여 실시간 방송신호를 생성하는 단계; 및 (d) (b) 단계를 통해 방송수신자에 대한 선택신호가 수신되면 (c) 단계에 의해 생성되는 실시간 방송신호를 수신된 선택신호에 대응하는 방송수신단말기로 실시간 중계되도록 방송중계 서버로 전송하며, (b) 단계를 통해 통화수신자에 대한 선택신호가 수신되면 수신된 선택신호에 대응하는 통화장치의 호를 추가하거나 기존에 호가 연결된 통화장치를 수신된 선택신호에 대응하는 통화장치로 호 전환되도록 연결 처리하는 단계;를 포함하는 것을 특징으로 한다.5. 전술한 목적을 달성하기 위한 본 발명의 실시예에 따른 애플리케이션은, 기록매체에 저장되며, 하드웨어와 결합되어 전술한 방송신호 전송방법 중의 어느 하나의 방법을 실행시킨다.	0
1. 발명은 무선 통신용 디바이스에 관한 것이다.	1
비컨 콘텐츠 전파	4
1. 발명은 상기와 같은 종래 기술의 제반 단점과 문제점을 해결하기 위한 것으로, BCMCS의 멀티캐스트 전송 방식을 활용하여 서비스 가입자에게 전국의 실시간 교통정보를 제공함으로써, 인터넷 접속 방식이나 DMB 방식의 교통정보 서비스에 비해 원하는 지역의 교통정보를 손쉽게 확인할 수 있도록 하여 고객 편의성을 극대화하고, 네트워크 자원의 낭비와, 서비스 네트워크 및 이동통신 단말기의 구현 요구 사항을 최소로 하여 적은 투자비와 적은 이용료로 교통정보를 제공할 수 있도록 하는 이동 통신망을 이용한 교통정보 서비스 시스템과 방법 및 이를 위한 교통정보 서비스 어플리케이션을 구비한 이동통신 단말기를 제공함에 본 발명의 목적이 있다.2. 발명은 주기적으로 교통정보를 전송하고 이동통신 단말기의 VM을 통해 교통정보가 디스플레이될 수 있도록 하며, 사전에 사용자가 지정한 구간을 VM에서 자동으로 필터링하여 사용자가 원하는 구간의 교통정보를 간단히 확인할 수 있도록 하고, VM에 미리 다운로드 된 이미지 파일을 이용하여 교통정보를 표시함으로써 교통정보 제공을 위한 데이터 전송량을 최소화하고, 이미지 활용을 통해 알아보기 쉽게 교통정보를 표시함에 또 다른 목적이 있다.3. 발명은 멀티캐스트 방식을 통해 주기적으로 교통정보를 전송하여 VM을 통해 서비스를 이용하도록 함에 있어서, 사용자가 VM을 구동시켰을 때 다음 멀티캐스팅 주기까지 기다리지 않고, 교통정보 서비스 서버로 최신 교통정보를 직접 요구하여 유니캐스트 방식으로 교통정보를 다운로드 받을 수 있도록 하고, 이후에는 멀티캐스트 방식으로 교통정보를 제공하여, 끊김없는 연속적인 서비스를 제공하는 것을 목적으로 한다.4. 발명은 교통정보를 확인하기 위해 사용자가 매번 인터넷에 접속할 필요가 없도록 하고, 사용자의 데이터 접속 비용에 대한 부담을 최소화하며, 멀티캐스팅 기술의 활용으로 공용 주파수 채널을 사용함에 의해 네트워크 자원의 효율적 활용을 도모함에 목적이 있다.	3
셀 방송 서비스를 이용한 위치 정보의 제공 방법 및 시스템이 개시된다. 본 발명의 바람직한 일 실시예에 따르면, 위치 정보 제공 요청을 위한 브로드캐스팅 메시지를 수신하고, 위치 정보 제공 요청을 위한 브로드캐스팅 메시지에 포함된 발신 휴대 단말의 번호 정보를 독출하여, 독출된 발신 휴대 단말의 번호 정보가 미리 설정된 발신 휴대 단말의 번호 정보와 일치하는지 판단하고, 발신 휴대 단말의 번호 정보가 일치하는 경우 상기 휴대 단말의 위치 정보를 요청하여 수신하여, 수신된 휴대 단말의 위치 정보를 독출된 발신 휴대 단말의 번호 정보를 이용하여 전송하는 위치 정보 제공 방법이 제공된다. 본 발명에 따르면, 휴대 단말의 위치 정보를 제공함에 있어서 다수의 휴대 단말의 위치 정보를 보다 경제적이고 효율적으로 전달할 수 있는 장점이 있다.	0
1. 모바일 멀티미디어 브로드캐스트 시스템에서 콘텐츠를 브로드캐스팅하는 방법으로서,상기 모바일 멀티미디어 브로드캐스트 시스템에 의한 브로드캐스트를 위해 콘텐츠 패키지에 포함될 콘텐츠를 결정하는 단계;브로드캐스팅될 상기 콘텐츠에 관한 설명 정보를 콘텐츠 패키지 설명 유닛에 인코딩하는 단계;상기 콘텐츠 패키지 설명 유닛을 콘텐츠 설명 흐름 메세지 내에 인코딩하는 단계로서, 상기 콘텐츠 설명 흐름 메세지는 상기 콘텐츠 패키지의 브로드캐스트 시간을 포함하는, 상기 콘텐츠 패키지 설명 유닛을 인코딩하는 단계;모바일 멀티미디어 브로드캐스트 전송의 콘텐츠 설명 흐름 부분 내에서 상기 콘텐츠 설명 흐름 메세지를 브로드캐스팅하는 단계로서, 상기 모바일 멀티미디어 브로드캐스트 전송의 상기 콘텐츠 설명 흐름 부분은 오버헤드 정보를 전달하도록 지정되는, 상기 콘텐츠 설명 흐름 메세지를 브로드캐스팅하는 단계; 및콘텐츠 패키지 설명 메세지 내에 포함된 브로드캐스트 시간에 상기 모바일 멀티미디어 브로드캐스트 전송의 콘텐츠 흐름 부분 내에서 상기 콘텐츠 패키지를 브로드캐스팅하는 단계를 포함하며,상기 모바일 멀티미디어 브로드캐스트 전송의 상기 콘텐츠 흐름 부분은 콘텐츠를 전달하도록 지정되고, 상기 모바일 멀티미디어 브로드캐스트 전송의 상기 콘텐츠 설명 흐름 부분과는 별개인, 콘텐츠를 브로드캐스팅하는 방법.	1
휴대 방송 시스템에서 방송 서비스 송수신 방법 및 장치	1
통신단말은, 제1 통신시스템에 있어서의 통신신호를 수신하는 제1 수신부와, 제2 통신시스템에 있어서의 통신신호를 수신하는 제2 수신부와, 유저의 위치정보를 취득하는 위치정보 취득부와, 제1 수신부가 통신신호를 수신할 수 없는 경우에 있어서, 위치정보 취득부가 유저의 위치정보를 취득할 수 있었던 경우에, 제2 수신부를 기동하는 모드 판정부와, 제2 수신부가 수신한 통신신호로부터 추출한 경보정보를 유저에 제공하는 유저 인터페이스부를 갖는다.	0
이동통신에서의 멀티캐스트 방송 타입 컨텐츠 공급 서비스가입 시스템 및 방법	1
양상들은 디바이스에 브로드캐스트 멀티미디어를 전달하기 위해 모바일 디바이스/네트워크들 내에서 인터넷 성능을 이용하는 것을 설명한다. 브로드캐스트는 비디오, 오디오 등일 수 있다. 초기에, 브로드캐스트 멀티미디어는 모바일 디바이스와 연관된 버퍼가 매우 긴 버퍼 길이로 구축되도록 하기 위해 높은 데이터 레이트로(그리고 유니캐스트 모드에서) 전송된다. 긴 버퍼 길이에 도달하는 경우, 멀티미디어는 실시간 레이트들에서 전달될 수 있다. 실시간 레이트들에서 전달되는 멀티미디어는 유니캐스트 모드 또는 멀티캐스트 모드일 수 있다. 버퍼가 고갈되는 경우, 멀티캐스트 그룹의 일부분인 모바일 디바이스는 버퍼 길이가 복원될 때까지 그룹으로부터 자율적으로 연관해제될 수 있다.	1
ＤＭＢ 음영 지역에서 ＥＶ-ＤＯ 등의 데이터 통신망을통하여 방송 또는 멀티미디어 데이터를 수신하는 방법	1
본 발명은 이동통신 시스템과 휴대 이동 방송 시스템을 이용한 멀티미디어 컨텐츠 커뮤니케이션 서비스 시스템 및 방법에 관한 것이다. 이를 위하여 본 발명은 멀티미디어 컨텐츠 커뮤니케이션 서비스 제공을 위한 수신 커뮤니케이션 메시지 및 송신 커뮤니케이션 메시지를 처리하는 커뮤니케이션 서비스 시스템; 휴대 이동 방송 단말기로부터 수신되는 수신 커뮤니케이션 메시지를 커뮤니케이션 서비스 시스템으로 전달하는 이동통신 시스템; 및 커뮤니케이션 서비스 시스템으로부터 수신되는 송신 커뮤니케이션 메시지를 방송망으로 송출하는 휴대 이동 방송 시스템을 포함하는 멀티미디어 컨텐츠 커뮤니케이션 서비스 시스템을 제공한다. 본 발명에 의하면, 휴대 이동 방송 방송의 비디오, 오디오, 데이터 방송을 시청 또는 청취하는 도중에 발생하는 메시지를 휴대 이동 방송 시스템을 이용하여 전송함으로써, 이동 통신망보다 저렴한 비용과 빠른 속도로 메시지를 전송할 수 있으며, 메시지 정체에 의해 시간 지연을 갖던 문제점을 해결할 수 있다.	2
통신 시스템에서 일정표 콘텐츠 공유 방법, 통신 시스템 및단말기	1
1. 상기의 목적을 달성하기 위한 본 발명의 일 양상으로서, 본 발명의 실시예에 따른 다자 영상 통화 기능을 제공하는 이동 통신 단말기는 통신 모듈을 통해 상대측 단말로부터 수신된 제 2 영상 또는 다른 단말로부터 수신된 제 3 영상을 표시하고, 통화 모드를 선택할 수 있는 메뉴를 표시하는 디스플레이와 통화 모드 중 어느 하나를 선택하는 명령을 입력받는 입력부를 구비한다.2. 상기의 목적을 달성하기 위한 본 발명의 다른 양상으로서, 본 발명에 따른 이동 통신 단말기의 다자 영상 통화 모드의 전환 방법은, 상대측 단말과 영상 통화 또는 영상 채팅 중에 다른 단말과의 영상 통화 또는 영상 채팅의 요청을 송수신하는 단계, 영상 통화가 연결되면 통화 모드 중 하나를 선택하는 화면이 디스플레이에 표시되는 단계, 입력부를 통해 통화 모드를 선택하는 단계 및 선택된 통화 모드로 전환하여 다자 영상 통화를 수행하는 단계를 포함하여 이루어진다.	2
1. 발명은 RTCP 전송 주기를 정확하게 파악하기 힘든 SSM(Source Specific Multicasting)을 지원하는 네트워크에서 RTP 패킷, RTCP 패킷 전송을 통해 각 서버 간의 전체 세션 정보(데이터 전송하는 참가자 수 및 데이터 받는 참가자 수)나 RTCP 전송 주기를 확인하여 적절하게 전송할 수 실시간 제어 프로토콜의 전송 주기 전송 방법에 관한 것이다.2. 만약 채널 1에 속한 클라이언트(102-1) 수는 매우 적고, 채널 2에 속한 클라이언트(102-2) 수는 매우 많은 경우를 가정하면, 채널 1에 속한 클라이언트들은 매우 빠른 주기로 RTCP를 주고 받을 수 있는 반면, 채널 2에 속한 클라이언트들의 상대적으로 느린 주기로 RTCP를 주고 받게 되어 형평성에 문제가 있었다.	1
타깃 미디어 콘텐츠를 수신하는 기술이 개시된다. 사용자 장치는 타깃 미디어 콘텐츠와 일치하는 파일에 대한 그룹 정보 및 그 파일에 관련된 MPD(Media Presentation Description) 정보를 포함하는 제 1 메타데이터를 수신할 수 있는데, 각 파일 내에서 그룹 정보는 그룹 ID 요소와 관련이 있다. 제 2 메타데이터는 스트리밍 미디어 콘텐츠를 위한 MPD 정보를 포함하는 USD(User Service Description) 내에 수신될 수 있다. 사용자와 관련되는 그룹 ID 요소를 포함하는 사용자 프로필이 확인될 수 있다. 사용자 프로필 안에 포함된 그룹 ID 요소를 가지는 선택된 타깃 미디어 콘텐츠를 위한 타깃 MPD 정보는 스트리밍 미디어 콘텐츠를 위한 MPD 정보로 삽입되어 통합 MPD를 생성할 수 있다. 선택된 타깃 미디어 콘텐츠 및 스트리밍 미디어 콘텐츠는 사용자 장치에서의 재생을 위해 통합 MPD에 따라 수신될 수 있다.	1
1. 발명의 목적은 광대역 방송 서비스를 위한 존을 운용하기 위한 장치 및 방법을 제공함에 있다.2. 발명의 다른 목적은 하나의 서비스 제공자가 커버하는 서비스 영역을 적어도 하나의 MCBCS Tx 존으로 구성하기 위한 장치 및 방법을 제공함에 있다.3. 발명의 또 다른 목적은 각 서비스 제공자가 커버하는 서비스 영역을 적어도 하나의 MCBCS Tx 존으로 구성하고, 서비스 제공자들의 MCBCS Tx 존들을 이용해서 MBS 존을 구성하기 위한 장치 및 방법을 제공함에 있다.4. 발명의 또 다른 목적은 방송 서비스를 위한 존을 구성하고, 상기 구성된 존에 근거해서 서비스 가이드를 생성하기 위한 장치 및 방법을 제공함에 있다.5. 발명의 또 다른 목적은 방송 서비스를 위한 존을 구성하고, 존 별로 서비스 가이드를 전달하기 위한 장치 및 방법을 제공함에 있다.	0
통신 시스템에서 기지국이 페이징 정보를 송신하는 방법에 있어서,아이들 모드의 이동국으로 송신할 멀티캐스트 방송 서비스(MBS: Multicast and Broadcast Service) 컨텐츠가 발생하면, 상기 이동국이 상기 아이들 모드에서 액티브 모드로 천이 하기 위한 이동 페이징 광고(MOB_PAG-ADV: Mobile_Paging-Advertisement) 메시지를 생성하는 과정과,상기 생성된 이동 페이징 광고 메시지를 상기 이동국으로 송신하는 과정을 포함하며,상기 이동 페이징 광고 메시지는 상기 MBS 컨텐츠가 제공되는 시각 정보를 포함하는 TLV(Type Length Value) 필드를 포함함을 특징으로 하는 페이징 정보 송신 방법.	0
수신단의 시스템 리소스와 전력의 낭비를 방지하기 위하여, 본 발명에서는 무선통신 시스템의 수신단에 사용되어 일대다 MBMS 정보를 획득하는 방법을 제공한다. 이 방법에는 상기 수신단이 일대다 MBMS의 제어채널(MBMS Control Channel, MCCH)의 획득절차(Acquisition Procedure)를 실행하기 전에, 상기 수신단 중의 일대다 MBMS의 활성화상태를 판단하는 절차; 및 상기 수신단 중에 적어도 하나의 일대다 MBMS가 활성화되어 있음이 확인되었을 때, 상기 수신단으로 하여금 상기 획득절차를 실행하게 하는 절차를 포함한다.	0
1. 상기 기술적 과제를 달성하기 위한 본 발명의 또 다른 바람직한 일실시예로 유무선 통합망에서의 티 커뮤니케이션(T-Communication) 융합 서비스 중 서비스 변환 제어 방법은 통신방송 융합 서비스에 대한 기설정된 정책을 기초로 사용자 단말로의 방송 서비스 제공 중 상기 사용자 단말로의 VoIP 서비스 제공 요청이 있는 경우 사용자 정보 및 사용자의 통신방송 융합 서비스 이용 상태 정보가 저장된 통합 프로파일로부터 상기 사용자 단말이 통신방송 융합 서비스를 제공받고 있음을 확인하는 단계, 상기 통신방송 융합 서비스 중 방송 서비스 제공 중임을 인지하여 상기 사용자 단말로의 방송 서비스 스트림 전송을 일시 정지케 하는 단계, 상기 일시 정지 기간 동안 서버로부터 전송되는 방송 서비스의 스트림을 내부 장치에 저장하며 상기 방송 서비스를 위한 세션의 상태를 일시정지로 변경하는 단계, IMS(IP Multimedia Subsystem) 기반의 유무선 호/세션 제어 기능을 이용하여 상기 제공 요청된 VoIP 서비스를 위한 세션을 설정하는 단계, 상기 설정된 세션을 내부 공간에 저장하고 상기 설정된 세션의 상태를 사용중으로 변경하는 단계 및 상기 유무선 호/세션 제어 기능을 이용하여 상기 서비스 제공 요청된 VolP를 상기 설정된 VoIP 서비스 세션을 통하여 사용자 단말로 연결하는 단계를 포함하여 구성된다.	0
본 발명은 실시간 방송서비스를 위한 와이브로 채널 할당방법에 관한 것으로, 무선 통신시스템 환경에서 WiBro(Wireless Broadband, 이하, '와이브로'라 칭함) 기지국과 적어도 하나의 사용자 단말간의 실시간 와이브로 방송서비스를 제공하기 위한 채널 할당방법에 있어서, 각 사용자 단말은 목적지 포트번호를 갖는 UDP/TCP(User Datagram Protocol/Transmission Control Protocol) 패킷(및 멀티캐스트 목적지 주소를 갖는 IP 패킷)을 이용하여 상기 와이브로 기지국에 멀티캐스트 서비스 등록을 위한 메시지를 전송하는 단계와, 상기 와이브로 기지국은 각 사용자 단말로부터 전송된 UDP/TCP 패킷(및 멀티캐스트 IP 패킷)을 제공받아 이를 분석하여 목적지 포트번호의 하위 8비트(또는 IP 패킷의 목적지 멀티캐스트 주소의 하위 8비트)에 해당하는 정보를 추출하는 단계와, 상기 와이브로 기지국은 상기 추출된 목적지 포트번호(또는 IP 목적지 멀티캐스트 주소)의 하위 8비트에 해당하는 정보를 매체 접근 제어(Media Access Control, 이하, 'MAC'라 칭함) 헤더부 내의 멀티캐스트 연결 식별자(Connection ID, CID)의 하위 8비트에 매핑하여 해당 사용자 단말에 할당하는 단계를 포함함으로써, 실시간 와이브로 방송서비스를 위한 대역폭을 효율적으로 제공할 수 있는 효과가 있다.	1
1. 발명이 이루고자 하는 기술적 과제는 무선 메쉬 네트워크의 성능을 향상시킬 수 있는 무선 메쉬 네트워크에서의 브로드캐스팅 절차를 제공하는 것이다.2. 발명이 이루고자 하는 다른 기술적 과제는 브로드캐스트를 수행하는 MAP의 부담을 완화시킬 수 있는 무선 메쉬 네트워크에서의 브로드캐스팅 절차를 제공하는 것이다.3. 발명이 이루고자 하는 또 다른 기술적 과제는 멀티캐스트/브로드캐스트의 신뢰성을 향상시킬 수 있는 무선 메쉬 네트워크에서의 브로드캐스팅 절차를 제공하는 것이다.	0
브로드캐스트 방식의 컨텐츠 제공장치 및 제공방법	1
